,euctr_id,title,reg_date,other_id,field,provenance
1300,2007-000506-78," Monozentrische, prospektive, offene Studie zur Untersuchung der „steady state“-Pharmakokinetik von Tigecyclin im Plasma, im ELF und in Alveolarmakrophagen bei Intensivpatienten mit tiefer Atemwegsinfektion.",15-03-2007,NA,ISRCTN number,results
1301,2007-000512-82," Optimal Duration of Olazapine Add-on therapy in Major Depression: A double-blind, placebo-controlled, randomized, Phase III, Pilot Study in parallel group Design",15-08-2007,NA,US NCT number,protocol
1302,2007-000512-82," Optimal Duration of Olazapine Add-on therapy in Major Depression: A double-blind, placebo-controlled, randomized, Phase III, Pilot Study in parallel group Design",15-08-2007,NA,other,protocol
1303,2007-000512-82," Optimal Duration of Olazapine Add-on therapy in Major Depression: A double-blind, placebo-controlled, randomized, Phase III, Pilot Study in parallel group Design",15-08-2007,NA,US NCT number,results
1304,2007-000512-82," Optimal Duration of Olazapine Add-on therapy in Major Depression: A double-blind, placebo-controlled, randomized, Phase III, Pilot Study in parallel group Design",15-08-2007,NA,ISRCTN number,results
1305,2007-000517-10," Monozentrische, prospektiv durchgeführte Studie zur Untersuchung der „steady state“ - Pharmakokinetik von Caspofungin im Plasma, im ELF und in Alveolarmakrophagen bei beatmeten Intensivpatienten mit neu aufgetretenem Fieber und radiologisch nachgewiesener Lungeninfiltration unter Immunsuppression",09-05-2007,NA,US NCT number,protocol
1306,2007-000517-10," Monozentrische, prospektiv durchgeführte Studie zur Untersuchung der „steady state“ - Pharmakokinetik von Caspofungin im Plasma, im ELF und in Alveolarmakrophagen bei beatmeten Intensivpatienten mit neu aufgetretenem Fieber und radiologisch nachgewiesener Lungeninfiltration unter Immunsuppression",09-05-2007,NA,other,protocol
1307,2007-000517-10," Monozentrische, prospektiv durchgeführte Studie zur Untersuchung der „steady state“ - Pharmakokinetik von Caspofungin im Plasma, im ELF und in Alveolarmakrophagen bei beatmeten Intensivpatienten mit neu aufgetretenem Fieber und radiologisch nachgewiesener Lungeninfiltration unter Immunsuppression",09-05-2007,NA,US NCT number,results
1308,2007-000517-10," Monozentrische, prospektiv durchgeführte Studie zur Untersuchung der „steady state“ - Pharmakokinetik von Caspofungin im Plasma, im ELF und in Alveolarmakrophagen bei beatmeten Intensivpatienten mit neu aufgetretenem Fieber und radiologisch nachgewiesener Lungeninfiltration unter Immunsuppression",09-05-2007,NA,ISRCTN number,results
1309,2007-000550-31, Quetiapine vs. Placebo in alcohol relapse prevention- a pilot study,25-04-2007,NA,US NCT number,protocol
1310,2007-000550-31, Quetiapine vs. Placebo in alcohol relapse prevention- a pilot study,25-04-2007,NA,other,protocol
1311,2007-000550-31, Quetiapine vs. Placebo in alcohol relapse prevention- a pilot study,25-04-2007,NA,US NCT number,results
1312,2007-000550-31, Quetiapine vs. Placebo in alcohol relapse prevention- a pilot study,25-04-2007,NA,ISRCTN number,results
1313,2007-000579-40," Effects of atypical versus typical neuroleptics on motivation, hedonia, and social cognition in patients with schizophrenia – an fMRI study",02-10-2007,NA,US NCT number,protocol
1314,2007-000579-40," Effects of atypical versus typical neuroleptics on motivation, hedonia, and social cognition in patients with schizophrenia – an fMRI study",02-10-2007,NA,other,protocol
1315,2007-000579-40," Effects of atypical versus typical neuroleptics on motivation, hedonia, and social cognition in patients with schizophrenia – an fMRI study",02-10-2007,NA,US NCT number,results
1316,2007-000579-40," Effects of atypical versus typical neuroleptics on motivation, hedonia, and social cognition in patients with schizophrenia – an fMRI study",02-10-2007,NA,ISRCTN number,results
1317,2007-000624-40, PHASE II STUDY TO EVALUATE GLIVEC (IMATINIB MESYLATE) TO INDUCE PROGRESSION ARREST IN AGGRESSIVE FIBROMATOSIS / DESMOID TUMORS NOT AMENABLE TO SURGICAL RESECTION WITH R0 INTENT OR ACCOMPANIED BY UNACCEPTABLE FUNCTION LOSS,02-03-2010,NA,US NCT number,protocol
1318,2007-000624-40, PHASE II STUDY TO EVALUATE GLIVEC (IMATINIB MESYLATE) TO INDUCE PROGRESSION ARREST IN AGGRESSIVE FIBROMATOSIS / DESMOID TUMORS NOT AMENABLE TO SURGICAL RESECTION WITH R0 INTENT OR ACCOMPANIED BY UNACCEPTABLE FUNCTION LOSS,02-03-2010,NA,other,protocol
1319,2007-000624-40, PHASE II STUDY TO EVALUATE GLIVEC (IMATINIB MESYLATE) TO INDUCE PROGRESSION ARREST IN AGGRESSIVE FIBROMATOSIS / DESMOID TUMORS NOT AMENABLE TO SURGICAL RESECTION WITH R0 INTENT OR ACCOMPANIED BY UNACCEPTABLE FUNCTION LOSS,02-03-2010,NA,US NCT number,results
1320,2007-000624-40, PHASE II STUDY TO EVALUATE GLIVEC (IMATINIB MESYLATE) TO INDUCE PROGRESSION ARREST IN AGGRESSIVE FIBROMATOSIS / DESMOID TUMORS NOT AMENABLE TO SURGICAL RESECTION WITH R0 INTENT OR ACCOMPANIED BY UNACCEPTABLE FUNCTION LOSS,02-03-2010,NA,ISRCTN number,results
1321,2007-000718-35," CONKO-006 Additive Therapie beim R1-resezierten Pankreaskarzinom mit Gemcitabin plus Sorafenib versus Gemcitabin plus Placebo über 12 Monate - eine doppelblinde, placebokontrollierte Phase IIb Studie ",18-10-2007,NA,US NCT number,protocol
1322,2007-000718-35," CONKO-006 Additive Therapie beim R1-resezierten Pankreaskarzinom mit Gemcitabin plus Sorafenib versus Gemcitabin plus Placebo über 12 Monate - eine doppelblinde, placebokontrollierte Phase IIb Studie ",18-10-2007,NA,other,protocol
1323,2007-000718-35," CONKO-006 Additive Therapie beim R1-resezierten Pankreaskarzinom mit Gemcitabin plus Sorafenib versus Gemcitabin plus Placebo über 12 Monate - eine doppelblinde, placebokontrollierte Phase IIb Studie ",18-10-2007,NA,US NCT number,results
1324,2007-000718-35," CONKO-006 Additive Therapie beim R1-resezierten Pankreaskarzinom mit Gemcitabin plus Sorafenib versus Gemcitabin plus Placebo über 12 Monate - eine doppelblinde, placebokontrollierte Phase IIb Studie ",18-10-2007,NA,ISRCTN number,results
1325,2007-000730-40, Phase II study evaluating transarterial chemoembolization (TACE) in combination with sorafenib for the treatment of advanced hepatocellular carcinoma (HCC),10-05-2007,NA,US NCT number,protocol
1326,2007-000730-40, Phase II study evaluating transarterial chemoembolization (TACE) in combination with sorafenib for the treatment of advanced hepatocellular carcinoma (HCC),10-05-2007,NA,other,protocol
1327,2007-000730-40, Phase II study evaluating transarterial chemoembolization (TACE) in combination with sorafenib for the treatment of advanced hepatocellular carcinoma (HCC),10-05-2007,NA,US NCT number,results
1328,2007-000730-40, Phase II study evaluating transarterial chemoembolization (TACE) in combination with sorafenib for the treatment of advanced hepatocellular carcinoma (HCC),10-05-2007,NA,ISRCTN number,results
1329,2007-000775-42," Effects of Rimonabant on Liver Fat, Visceral Adipose Tissue Mass and early Markers of CardioDiabetes in obese Subjects with the Metabolic Syndrome – a randomized, double-blind clinical trial",19-09-2007,NA,US NCT number,protocol
1330,2007-000775-42," Effects of Rimonabant on Liver Fat, Visceral Adipose Tissue Mass and early Markers of CardioDiabetes in obese Subjects with the Metabolic Syndrome – a randomized, double-blind clinical trial",19-09-2007,NA,other,protocol
1331,2007-000775-42," Effects of Rimonabant on Liver Fat, Visceral Adipose Tissue Mass and early Markers of CardioDiabetes in obese Subjects with the Metabolic Syndrome – a randomized, double-blind clinical trial",19-09-2007,NA,US NCT number,results
1332,2007-000775-42," Effects of Rimonabant on Liver Fat, Visceral Adipose Tissue Mass and early Markers of CardioDiabetes in obese Subjects with the Metabolic Syndrome – a randomized, double-blind clinical trial",19-09-2007,NA,ISRCTN number,results
1333,2007-000821-23," A randomised Phase III trial to evaluate the efficacy of chemoimmunotherapy with the monoclonal antibody Campath-1H (Alemtuzumab) given in combination with 2-weekly CHOP (Cyclophosphamide, Doxorubicin, Vincristine and Prednisone) versus 2-weekly CHOP alone in elderly patients with previously untreated systemic T- cell Lymphoma Short Title: A-CHOP-14 (elderly)",29-03-2007,NA,US NCT number,protocol
1334,2007-000821-23," A randomised Phase III trial to evaluate the efficacy of chemoimmunotherapy with the monoclonal antibody Campath-1H (Alemtuzumab) given in combination with 2-weekly CHOP (Cyclophosphamide, Doxorubicin, Vincristine and Prednisone) versus 2-weekly CHOP alone in elderly patients with previously untreated systemic T- cell Lymphoma Short Title: A-CHOP-14 (elderly)",29-03-2007,NA,other,protocol
1335,2007-000821-23," A randomised Phase III trial to evaluate the efficacy of chemoimmunotherapy with the monoclonal antibody Campath-1H (Alemtuzumab) given in combination with 2-weekly CHOP (Cyclophosphamide, Doxorubicin, Vincristine and Prednisone) versus 2-weekly CHOP alone in elderly patients with previously untreated systemic T- cell Lymphoma Short Title: A-CHOP-14 (elderly)",29-03-2007,NA,US NCT number,results
1336,2007-000821-23," A randomised Phase III trial to evaluate the efficacy of chemoimmunotherapy with the monoclonal antibody Campath-1H (Alemtuzumab) given in combination with 2-weekly CHOP (Cyclophosphamide, Doxorubicin, Vincristine and Prednisone) versus 2-weekly CHOP alone in elderly patients with previously untreated systemic T- cell Lymphoma Short Title: A-CHOP-14 (elderly)",29-03-2007,NA,ISRCTN number,results
1337,2007-000871-41, Supportive versus Immunosuppressive Therapy for the treatment Of Progressive IgA Nephropathy,27-11-2007,NA,US NCT number,protocol
1338,2007-000871-41, Supportive versus Immunosuppressive Therapy for the treatment Of Progressive IgA Nephropathy,27-11-2007,NA,other,protocol
1339,2007-000871-41, Supportive versus Immunosuppressive Therapy for the treatment Of Progressive IgA Nephropathy,27-11-2007,NA,US NCT number,results
1340,2007-000871-41, Supportive versus Immunosuppressive Therapy for the treatment Of Progressive IgA Nephropathy,27-11-2007,NA,ISRCTN number,results
1341,2007-001052-39, Auto-versus Allotransplantation in T-NHL - ,07-09-2009,NA,US NCT number,protocol
1342,2007-001052-39, Auto-versus Allotransplantation in T-NHL - ,07-09-2009,NA,other,protocol
1343,2007-001052-39, Auto-versus Allotransplantation in T-NHL - ,07-09-2009,NA,US NCT number,results
1344,2007-001052-39, Auto-versus Allotransplantation in T-NHL - ,07-09-2009,NA,ISRCTN number,results
1345,2007-001094-29," Simultaneous Study of Gemcitabine-Docetaxel Combination adjuvant treatment, as well as Biological Targeted Treatment",06-12-2007,NA,US NCT number,protocol
1346,2007-001094-29," Simultaneous Study of Gemcitabine-Docetaxel Combination adjuvant treatment, as well as Biological Targeted Treatment",06-12-2007,NA,other,protocol
1347,2007-001094-29," Simultaneous Study of Gemcitabine-Docetaxel Combination adjuvant treatment, as well as Biological Targeted Treatment",06-12-2007,NCT00670878,US NCT number,results
1348,2007-001094-29," Simultaneous Study of Gemcitabine-Docetaxel Combination adjuvant treatment, as well as Biological Targeted Treatment",06-12-2007,NA,ISRCTN number,results
1349,2007-001165-15, Sunitinib in Refractory Adrenocortical-Carcinoma patients progressing after cytotoxic chemotherapy (SIRAC),09-05-2007,NA,US NCT number,protocol
1350,2007-001165-15, Sunitinib in Refractory Adrenocortical-Carcinoma patients progressing after cytotoxic chemotherapy (SIRAC),09-05-2007,NA,other,protocol
1351,2007-001165-15, Sunitinib in Refractory Adrenocortical-Carcinoma patients progressing after cytotoxic chemotherapy (SIRAC),09-05-2007,NA,US NCT number,results
1352,2007-001165-15, Sunitinib in Refractory Adrenocortical-Carcinoma patients progressing after cytotoxic chemotherapy (SIRAC),09-05-2007,NA,ISRCTN number,results
1353,2007-001166-33," A prospective, randomised, multicenter clinical trial investigating the reduction of Calcineurin inhibitor toxicity by means of steroid free long-term immune suppression with Ciclosporin A and Mycophenolat mofetil in children and adolescents after kidney transplantation  ",17-08-2007,NA,US NCT number,protocol
1354,2007-001166-33," A prospective, randomised, multicenter clinical trial investigating the reduction of Calcineurin inhibitor toxicity by means of steroid free long-term immune suppression with Ciclosporin A and Mycophenolat mofetil in children and adolescents after kidney transplantation  ",17-08-2007,NA,other,protocol
1355,2007-001166-33," A prospective, randomised, multicenter clinical trial investigating the reduction of Calcineurin inhibitor toxicity by means of steroid free long-term immune suppression with Ciclosporin A and Mycophenolat mofetil in children and adolescents after kidney transplantation  ",17-08-2007,NA,US NCT number,results
1356,2007-001166-33," A prospective, randomised, multicenter clinical trial investigating the reduction of Calcineurin inhibitor toxicity by means of steroid free long-term immune suppression with Ciclosporin A and Mycophenolat mofetil in children and adolescents after kidney transplantation  ",17-08-2007,NA,ISRCTN number,results
1357,2007-001194-29," An open-label, multi-center Phase I/II trial evaluating the safety and efficacy of azacitidine (Vidaza®) in patients with acute myeloid leukaemia not eligible for or resistant to chemotherapy",20-06-2007,NA,US NCT number,protocol
1358,2007-001194-29," An open-label, multi-center Phase I/II trial evaluating the safety and efficacy of azacitidine (Vidaza®) in patients with acute myeloid leukaemia not eligible for or resistant to chemotherapy",20-06-2007,NA,other,protocol
1359,2007-001194-29," An open-label, multi-center Phase I/II trial evaluating the safety and efficacy of azacitidine (Vidaza®) in patients with acute myeloid leukaemia not eligible for or resistant to chemotherapy",20-06-2007,NA,US NCT number,results
